Square_Footage, Bedrooms, Bathrooms, Neighborhood, Year_Built, Garage_Size, Price
1950,3,4,Rural,2009,532,152440.78
2631,3,2,Rural,1991,163,463308.53
2727,2,2,Urban,1981,537,227825.82
1946,6,4,Suburban,1986,549,585187.99
2164,3,1,Urban,2008,282,190286.06
1379,5,4,Suburban,2010,44,254983.99
1578,3,2,Urban,1962,390,474625.7
2069,4,1,Suburban,1981,233,300908.46
1736,6,2,Rural,1976,176,461683.5
1566,4,2,Rural,1966,682,400936.34
2718,6,3,Suburban,1963,135,554999.86
1107,5,1,Rural,1989,198,590081.87
1281,4,3,Suburban,1994,352,495344.54
1007,3,4,Suburban,1969,532,222534.77
1556,2,1,Urban,1958,547,418084.22
2255,4,3,Urban,1958,263,340574.34
2026,2,4,Suburban,1955,275,406117.17
1052,3,3,Suburban,1961,533,332668.59
1966,5,2,Rural,1990,687,341079.63
1062,4,3,Urban,2006,549,486231.64
2021,5,4,Suburban,2005,281,475357.84
1199,5,1,Urban,1969,105,441211.23
2949,3,1,Urban,1956,737,574609.94
888,2,4,Urban,1977,711,367100.75
2341,2,2,Rural,1988,266,338438.89
2421,6,4,Urban,2002,460,282492.42
2652,2,1,Rural,1993,664,396078.47
2202,2,4,Urban,1978,510,416746.74
2052,6,4,Suburban,1971,607,200858.83
2275,6,4,Suburban,1988,415,560148.63
2792,4,4,Urban,1987,153,294048.37
1636,2,1,Rural,2014,486,575779.86
2821,4,2,Rural,1967,627,317082.0
2824,5,1,Urban,2009,245,591462.38
2376,6,2,Suburban,2007,468,360330.88
2326,2,3,Suburban,1974,685,413113.15
2245,2,3,Rural,1996,58,497852.18
1052,4,4,Rural,2012,437,329683.65
2738,2,2,Suburban,1989,271,518015.2
1997,3,2,Rural,1983,438,168335.57
2247,2,2,Rural,1979,662,272104.92
1319,2,2,Urban,2013,511,381363.22
2693,5,4,Rural,2014,383,180118.2
2057,2,3,Rural,1966,796,564487.99
1995,2,1,Urban,1975,749,160662.96
1386,3,2,Urban,1969,146,218999.96
1614,4,2,Rural,1971,387,213600.08
2194,4,4,Rural,1966,596,455993.22
2362,2,3,Suburban,2000,441,575140.35
1575,6,3,Rural,2016,592,253925.22
1791,6,2,Urban,1960,686,333344.94
825,3,4,Suburban,1963,304,531828.71
2903,6,2,Rural,2017,742,420526.7
1979,2,3,Suburban,1997,401,404931.91
1828,4,3,Suburban,1951,547,438657.6
1191,2,1,Urban,2009,266,104483.74
1339,6,2,Suburban,2006,554,265002.71
2418,5,2,Suburban,2010,495,117906.41
2931,5,1,Suburban,1981,17,516424.72
2482,3,3,Urban,1962,509,240763.24
1476,5,4,Suburban,1970,41,358688.94
2928,4,2,Suburban,1976,678,537301.76
865,3,4,Suburban,1952,348,227198.4
904,6,1,Suburban,1970,306,314527.2
2268,5,3,Urban,1980,508,282202.69
2822,5,3,Urban,2017,644,579366.09
2935,4,3,Rural,2010,85,295091.95
1310,3,4,Suburban,1990,294,313301.28
2643,6,1,Urban,1964,351,108932.71
1177,5,1,Suburban,1994,14,117002.12
2649,4,3,Suburban,2010,713,196241.59
2572,5,1,Urban,1976,113,191302.85
1952,5,3,Suburban,1980,358,406201.02
2457,3,4,Rural,2008,10,331937.7
2145,5,4,Urban,1960,94,184623.12
1483,2,1,Urban,2010,469,451553.0
1467,4,4,Urban,2007,433,250688.61
1278,3,1,Urban,1964,214,557208.17
1687,4,3,Suburban,1967,168,560332.89
2844,2,2,Rural,1972,54,263478.41
803,4,3,Urban,1993,546,119510.53
1703,3,4,Suburban,2011,458,236183.25
1457,4,4,Suburban,1968,103,320803.44
2026,6,1,Urban,1956,107,562371.57
1344,3,2,Rural,1967,12,338829.35
1857,6,4,Rural,1995,586,466294.39
1864,6,1,Suburban,2015,565,346753.23
1729,2,1,Rural,1973,459,204798.72
2359,3,3,Urban,1979,237,591494.98
2986,4,1,Urban,1966,435,562369.43
2997,4,4,Suburban,1960,204,171740.23
2693,5,1,Rural,2005,304,472423.12
1064,3,3,Rural,1969,98,404095.86
1277,2,1,Urban,1967,18,133668.61
1832,2,3,Rural,1968,403,504374.2
2841,3,2,Suburban,1954,278,447124.66
2720,6,2,Suburban,1968,575,401890.25
858,2,3,Urban,1950,409,568945.19
1406,6,1,Rural,1972,341,488864.01
1647,2,2,Rural,2005,36,359213.26
1724,3,2,Rural,1979,278,561638.72
1390,2,1,Suburban,1982,72,433542.93
2111,2,2,Suburban,1995,476,288303.66
1223,6,3,Urban,1986,219,140039.3
1667,3,2,Suburban,1997,231,227781.32
872,6,2,Urban,1981,254,563900.87
804,4,4,Suburban,2014,666,596644.61
1902,3,3,Suburban,1953,315,216480.38
2760,5,2,Urban,2015,215,255734.06
1119,3,2,Rural,2018,718,143684.95
1736,6,1,Urban,1972,62,103936.66
1255,5,3,Urban,2018,762,444108.3
2811,2,4,Rural,1957,567,131274.47
2980,5,3,Urban,2020,642,116493.38
832,2,2,Rural,1982,74,447505.67
1756,2,1,Rural,2004,267,126264.92
1503,2,3,Urban,2000,276,452519.83
2516,4,4,Suburban,1965,26,375878.5
2987,4,1,Rural,1971,251,254071.01
1005,2,1,Suburban,2006,388,461814.9
2374,4,2,Rural,1994,555,570368.5
1993,5,4,Rural,1954,65,546433.63
1357,6,2,Suburban,1968,234,466415.45
2543,4,2,Suburban,2008,707,299767.73
1063,6,3,Urban,2005,220,498246.49
1113,6,4,Suburban,1976,325,383724.09
2866,5,2,Urban,2009,425,540722.57
1262,6,1,Suburban,2006,608,249051.9
1730,3,4,Rural,1988,53,385175.03
1908,4,4,Rural,1997,108,513567.81
1836,3,1,Urban,1980,539,295792.39
2624,6,2,Rural,1956,463,481989.6
1023,3,2,Suburban,2010,634,215934.99
1303,5,1,Urban,2001,565,193946.26
2524,5,3,Rural,2003,238,256913.67
2011,6,2,Suburban,2006,545,176982.61
1856,3,4,Rural,2017,389,272043.98
2964,2,2,Rural,1950,429,144191.42
2928,2,1,Urban,1953,521,102582.32
1388,4,4,Suburban,1987,353,257598.07
2925,3,4,Urban,2010,425,417299.65
2983,6,3,Rural,1967,437,117502.56
2423,2,2,Urban,2015,125,379537.73
1996,6,1,Suburban,1986,653,301759.79
1800,3,3,Suburban,1982,437,226382.26
1201,6,4,Rural,2016,675,388609.4
1237,6,3,Urban,1984,524,393231.35
1457,5,3,Urban,1972,220,167579.21
1291,6,4,Rural,1985,477,567141.15
878,6,1,Urban,2008,749,208668.84
1887,5,3,Urban,2010,316,262830.27
2948,4,3,Rural,2017,213,512968.5
2421,3,1,Rural,1952,481,360229.99
2382,4,1,Suburban,2013,665,181322.25
2177,5,2,Rural,1962,211,539786.68
1408,4,1,Rural,1989,237,111888.24
1833,2,3,Rural,1987,518,308791.7
1200,6,2,Suburban,1995,640,147748.55
1415,5,2,Urban,1991,398,471029.0
2165,4,2,Rural,1998,786,497843.49
2549,3,2,Suburban,1974,538,468135.44
2755,4,4,Rural,1977,326,176440.73
2663,6,1,Rural,1982,185,247854.97
1112,5,2,Rural,2006,328,158880.46
959,6,4,Urban,2012,122,293902.46
2119,3,2,Urban,1999,695,290734.84
1148,5,2,Urban,1968,797,340564.75
2203,4,1,Suburban,2013,765,414168.15
2676,4,1,Urban,1959,679,585351.81
1090,3,2,Suburban,1967,635,460821.52
908,3,4,Rural,2017,111,302834.35
2440,2,2,Rural,1968,687,181074.74
1838,3,3,Urban,2013,516,404166.59
2526,5,2,Rural,1987,407,199310.36
1432,5,3,Urban,1952,236,155912.61
1838,4,3,Rural,2003,129,122932.54
1277,4,1,Urban,1979,212,519394.94
1326,2,1,Rural,1985,497,492663.68
1618,6,1,Rural,1961,144,357166.24
2802,6,3,Rural,1961,625,347813.71
1170,6,3,Urban,1961,519,552115.14
2247,2,1,Suburban,1993,67,206701.88
2544,2,1,Rural,1993,578,495616.1
2137,6,2,Rural,1985,616,444659.8
2192,5,2,Urban,1991,41,489688.86
2076,5,3,Rural,1998,442,400004.4
1358,3,2,Rural,1977,763,256273.13
1349,5,2,Urban,1977,11,318532.23
1388,6,3,Suburban,1979,634,546297.68
2440,3,4,Urban,2001,28,388999.56
2600,2,2,Suburban,2003,420,339394.98
1348,6,4,Urban,2004,183,373618.56
2179,4,3,Suburban,1957,374,238522.15
2510,2,1,Suburban,1997,195,243680.32
1880,5,4,Urban,2000,787,241813.0
2324,6,3,Rural,1979,196,118164.41
2794,2,3,Rural,2009,409,501721.57
1717,4,3,Rural,1985,502,171131.29
1368,4,4,Rural,1971,619,227879.65
1869,2,3,Urban,1985,580,482264.23
2226,6,4,Rural,2003,97,205901.34
1525,3,1,Rural,1984,679,579757.44
1170,2,2,Suburban,1985,157,378602.52
1792,2,1,Suburban,1985,634,561661.41
2326,4,3,Suburban,1961,650,562361.52
2742,2,3,Rural,1978,772,112833.31
2326,2,1,Suburban,2002,543,282615.35
1846,5,3,Rural,1957,770,480149.67
1684,4,3,Urban,2011,64,335340.17
2348,3,3,Suburban,1953,535,321251.27
1552,3,4,Urban,1977,16,540233.31
1404,4,1,Urban,1961,335,260874.58
2930,2,1,Urban,1953,697,556394.92
2137,5,2,Urban,1956,232,338042.13
1710,3,2,Rural,2005,736,514630.15
2696,5,4,Suburban,2020,580,227940.97
2628,4,1,Rural,1966,722,384054.64
2960,2,3,Rural,1982,534,400220.49
1006,2,4,Suburban,2007,233,332155.69
1734,5,3,Urban,1960,616,117465.71
2258,6,4,Urban,1968,662,197245.12
2052,3,2,Urban,2012,139,225650.6
2807,6,1,Suburban,1969,300,293286.91
1718,5,1,Urban,1996,747,442145.11
2159,4,1,Rural,1998,545,531847.27
1980,4,3,Urban,2019,688,103595.84
1491,5,3,Urban,2012,376,510269.88
1961,6,4,Suburban,1980,234,378784.7
1621,6,4,Urban,1979,325,347093.55
1434,6,3,Suburban,1966,284,349770.07
2674,6,4,Suburban,1962,6,371513.47
2918,5,1,Rural,2011,724,505859.54
1221,3,3,Rural,1994,173,219237.46
1857,4,4,Suburban,2001,386,477399.43
2247,3,4,Rural,1997,70,297000.56
2285,3,4,Urban,2014,182,173314.26
1849,2,3,Suburban,2006,318,578012.64
871,3,2,Urban,1969,318,533178.49
1965,2,1,Urban,1970,762,254556.69
2263,2,3,Urban,1994,413,345726.51
1121,6,1,Suburban,1983,758,472301.39
2113,6,4,Suburban,1982,523,502045.97
2004,4,1,Suburban,1965,95,398610.56
1615,5,1,Rural,1975,320,113529.22
1900,2,3,Urban,1953,598,480190.23
1724,4,2,Suburban,1986,519,559735.58
2909,2,2,Rural,1980,205,460817.22
2027,6,2,Urban,2004,276,267232.09
881,3,1,Urban,2011,765,189226.28
1914,5,1,Suburban,1964,19,205484.42
2239,4,1,Rural,2009,650,373144.06
1303,6,2,Rural,1971,312,183032.63
1663,4,1,Rural,1974,447,594619.27
985,4,1,Rural,1960,606,244720.75
2050,5,1,Suburban,1952,9,459471.26
862,3,2,Rural,2006,532,212181.59
2920,3,4,Urban,1994,279,341238.67
1243,4,2,Urban,2005,651,239412.24
2901,2,3,Rural,2010,583,105761.81
2892,2,3,Urban,1996,659,121244.07
842,2,1,Rural,1986,614,407732.59
2076,3,1,Suburban,1979,78,206223.92
931,3,2,Suburban,2008,646,461667.18
2101,5,3,Rural,2017,285,322495.18
1744,4,2,Suburban,1982,16,212817.13
1120,2,1,Urban,2014,317,436963.7
2880,4,3,Suburban,1956,36,262741.93
1201,5,1,Urban,2016,100,208882.66
864,5,4,Suburban,2016,453,209038.58
2258,3,4,Urban,1985,152,321763.92
1124,6,1,Rural,1976,14,192777.05
1208,5,1,Suburban,2012,603,577382.4
2138,6,1,Suburban,1951,141,403312.29
1865,6,4,Rural,1954,565,302318.25
2256,2,1,Suburban,2010,791,115393.24
2326,6,3,Suburban,2010,440,108529.93
1276,3,3,Rural,1998,730,441125.31
1503,6,2,Urban,1982,605,217042.64
1486,5,1,Urban,2019,229,391681.44
1655,3,2,Rural,1991,448,395846.33
1955,2,4,Suburban,2015,774,422298.26
2048,2,4,Rural,2015,431,367974.08
2729,2,4,Urban,1975,385,388370.72
1575,4,2,Suburban,1962,278,518002.59
2798,4,2,Rural,2009,764,356565.28
2350,4,1,Urban,1984,318,242624.14
1363,3,1,Suburban,2003,289,371911.66
2362,2,1,Rural,1963,444,189814.06
2584,6,1,Rural,1986,556,358687.83
2265,4,4,Rural,1958,580,229138.99
2565,6,3,Rural,2003,745,497227.86
2072,3,4,Rural,1998,604,433490.71
2223,5,3,Suburban,2007,107,266729.55
1247,6,2,Rural,1950,370,219482.36
1621,5,2,Suburban,1991,599,171619.81
953,3,3,Urban,1997,116,403308.64
1155,6,1,Urban,1968,476,105561.38
2774,2,2,Rural,2020,550,491733.09
1256,4,2,Suburban,2015,160,379964.47
1262,6,1,Suburban,1984,133,378095.47
1684,2,4,Rural,1962,693,577280.56
2840,5,2,Rural,1985,57,573463.95
2457,5,3,Suburban,1980,115,515960.21
1465,5,4,Urban,1981,516,289346.36
2649,2,2,Rural,2010,277,502740.58
1272,5,2,Suburban,1997,110,528755.88
2025,6,3,Rural,1991,687,384698.33
1278,6,3,Rural,1972,734,268108.53
1371,2,3,Suburban,1982,597,183537.25
1791,5,4,Suburban,1968,256,240615.43
963,2,2,Urban,2011,318,105465.46
1265,3,1,Rural,2016,83,373463.93
2510,5,3,Urban,1964,735,452910.5
2233,2,3,Urban,1970,246,482020.77
2416,6,4,Suburban,1972,69,216288.2
1621,6,2,Suburban,1991,242,330334.64
2959,2,4,Rural,2011,706,225758.8
935,2,2,Rural,2018,646,137431.26
2448,5,3,Suburban,2006,446,491464.61
1919,4,1,Rural,1965,361,444093.76
2195,4,3,Rural,1996,772,180924.56
1084,4,2,Urban,1974,797,309755.11
810,6,2,Suburban,1986,337,597003.54
2717,5,1,Urban,1975,428,412341.7
2481,3,1,Rural,1955,727,310406.63
1538,2,2,Urban,2006,640,394334.25
2439,6,4,Urban,2010,262,399514.04
1826,5,1,Suburban,1985,207,453376.35
1590,2,1,Urban,1980,139,268500.95
1935,5,1,Rural,2001,380,216595.44
2826,3,1,Suburban,2000,227,226464.18
1743,5,3,Rural,1976,208,383158.6
2442,5,3,Urban,1970,64,469375.86
2843,6,2,Urban,2010,64,308321.18
2787,5,4,Suburban,1983,731,144055.64
1220,2,1,Rural,1986,12,152720.2
2757,2,3,Urban,1959,392,103995.73
904,6,1,Urban,1989,246,235194.49
2913,5,3,Urban,2002,618,430935.39
2284,5,3,Rural,2001,727,337183.84
1111,4,3,Urban,2016,368,287683.28
2216,6,4,Urban,1993,691,240502.66
1762,3,1,Suburban,1985,616,317713.46
2677,5,1,Urban,2014,265,355532.68
934,5,3,Urban,2004,620,180794.7
2175,5,3,Rural,1977,1,221261.2
1922,5,2,Urban,2004,378,216573.02
1324,3,1,Urban,2016,547,506538.88
844,4,1,Rural,2016,189,351196.02
2907,3,3,Urban,1960,187,291885.15
2840,3,4,Suburban,1983,415,130181.76
2583,5,1,Suburban,1997,60,341001.04
2826,4,3,Urban,2006,500,141759.53
2798,2,2,Urban,1950,371,223797.64
2924,3,4,Rural,2009,752,160584.27
2912,2,1,Suburban,1951,672,264094.6
2420,3,4,Rural,2002,115,540294.32
1338,6,1,Rural,2001,694,265739.5
2442,3,2,Suburban,1993,585,200448.76
2536,2,2,Rural,1969,50,350793.67
1417,6,2,Suburban,1975,69,192081.85
1028,5,2,Rural,1967,30,359548.55
2505,6,2,Rural,1984,732,474168.13
2167,3,3,Urban,1969,484,391889.88
2492,2,2,Suburban,2013,521,258072.84
2097,3,3,Suburban,2011,792,476067.65
2858,5,1,Rural,2001,558,539721.71
2883,4,2,Urban,1956,583,178777.64
2146,6,3,Suburban,1967,386,389329.21
2909,6,1,Rural,1974,759,151147.55
1649,2,4,Suburban,1979,430,598365.91
2440,6,3,Rural,2011,8,154802.31
2962,4,1,Urban,2020,738,510282.93
1244,2,2,Rural,2002,469,186083.96
1452,6,2,Urban,1976,486,188745.84
2677,6,3,Rural,1966,508,317517.63
2986,2,1,Urban,1990,763,248226.71
2108,3,1,Urban,1961,259,318804.16
1365,4,1,Urban,2015,138,166562.64
1114,2,3,Rural,1981,125,598032.22
2666,4,3,Urban,1953,171,277851.03
2535,6,4,Urban,1983,262,399114.0
1830,3,1,Suburban,1977,435,492415.74
2489,4,4,Rural,1998,226,206095.98
963,3,2,Suburban,1971,594,489740.56
1905,2,1,Urban,2012,733,223542.88
1616,3,4,Suburban,1998,768,567763.8
1657,4,2,Suburban,1972,102,244038.18
1744,3,4,Suburban,2005,782,563689.0
1564,4,2,Urban,1987,15,396711.51
990,3,3,Urban,2013,620,128778.0
1260,3,2,Suburban,1983,50,182379.83
1290,6,1,Suburban,1965,190,246353.24
2881,2,1,Urban,2000,180,346927.97
1826,5,2,Suburban,2016,324,306896.6
1223,3,4,Suburban,1983,590,222416.47
1333,6,4,Suburban,2019,36,463115.55
1872,4,2,Suburban,2008,451,242210.06
1332,2,1,Suburban,1952,144,159223.67
869,5,1,Suburban,1954,43,485215.76
1623,5,2,Rural,1989,565,174312.63
2209,5,3,Urban,1965,183,588107.7
1243,5,3,Rural,1966,661,390914.88
1170,4,3,Rural,1954,468,148222.44
2802,6,4,Suburban,1961,494,172564.04
2035,6,4,Rural,2000,697,136479.17
2749,2,2,Suburban,2003,615,545791.11
1327,6,3,Rural,1954,111,158863.98
1757,6,4,Urban,1958,568,324392.68
1841,4,4,Rural,2003,352,455855.78
2023,6,4,Suburban,2002,699,199676.14
1703,2,1,Urban,2013,259,337513.44
840,6,1,Rural,2005,136,429144.23
2171,4,1,Rural,1973,624,359448.7
2656,6,4,Suburban,1992,330,452720.43
2309,2,4,Suburban,1973,497,578286.1
2692,6,3,Rural,1986,257,324258.58
2524,3,2,Suburban,1966,754,499694.33
1504,3,4,Suburban,2017,176,304692.46
2541,2,1,Rural,2019,682,483966.3
2784,4,1,Rural,1985,42,338098.9
2299,6,2,Urban,2004,296,270691.84
2962,6,4,Suburban,1992,757,232095.99
1968,3,2,Urban,1986,136,124120.78
1004,3,3,Urban,1988,225,123784.82
1033,6,2,Suburban,1963,49,448074.72
1986,4,4,Suburban,1992,359,546971.25
1400,6,3,Suburban,1970,348,268245.48
1779,5,1,Rural,2016,532,189709.4
2359,6,3,Suburban,1994,274,509062.75
1759,6,4,Suburban,1976,310,545073.7
1426,5,2,Rural,1979,504,217459.36
1858,5,2,Suburban,1951,94,399907.41
2997,3,1,Urban,2004,91,340153.16
1942,2,1,Urban,1997,783,177890.55
1787,2,4,Suburban,2005,625,567773.0
2608,5,3,Rural,2020,795,214331.72
2466,5,4,Suburban,1993,642,301983.13
926,4,2,Urban,2017,173,394528.96
2989,3,4,Urban,1986,500,547547.6
1414,4,4,Suburban,1967,4,572456.52
2333,4,4,Rural,2001,515,337792.66
2596,5,2,Urban,1993,684,232261.08
1504,5,3,Urban,2015,669,411129.58
2002,2,2,Urban,1974,412,579757.6
1087,3,4,Suburban,2020,0,553911.97
2873,4,4,Urban,2006,553,217457.79
1121,3,4,Suburban,1984,312,559327.33
2144,5,3,Rural,1971,227,564170.06
1606,3,1,Suburban,1997,216,167589.11
2416,4,1,Suburban,1998,337,220539.82
2796,3,1,Suburban,2001,245,147364.44
2048,2,1,Rural,2004,626,541747.91
1805,4,3,Urban,1986,445,306285.49
864,3,2,Suburban,2020,580,126847.83
2488,4,2,Suburban,1991,180,169833.77
1693,4,1,Urban,1993,548,517354.85
2577,3,4,Rural,1956,755,112012.02
1256,3,2,Rural,2002,403,419652.33
1468,4,1,Urban,2007,315,483365.96
1056,6,2,Urban,1988,431,411817.34
895,3,2,Suburban,1954,664,107950.61
2960,3,1,Rural,2000,729,234247.03
893,6,3,Rural,1966,723,124526.5
1713,2,1,Suburban,2015,365,140912.18
1156,3,4,Rural,1989,246,443776.17
2374,2,1,Rural,1963,200,200230.24
2743,3,1,Suburban,1959,270,275744.61
2188,2,1,Urban,1986,764,190944.79
955,4,4,Rural,1953,519,514797.05
1363,3,3,Suburban,2003,5,506908.77
2728,6,3,Suburban,2004,693,105954.76
869,5,2,Rural,1998,488,581401.04
1349,4,1,Urban,2012,657,468013.38
1016,2,4,Suburban,1950,264,464346.79
1205,3,3,Rural,1965,625,524640.14
2155,2,1,Rural,1994,322,566616.07
871,4,1,Suburban,1981,355,196066.81
2266,6,4,Urban,1978,490,317906.38
1732,4,2,Rural,1988,460,419587.41
1391,6,2,Suburban,1987,179,556619.78
2836,4,4,Urban,2002,572,255616.66
2042,2,2,Urban,1998,138,387340.13
1184,4,2,Suburban,1964,212,490507.36
2542,4,3,Urban,1974,91,380627.22
949,2,3,Rural,1973,33,353923.8
2167,6,4,Urban,1971,380,485383.2
1199,3,1,Suburban,1965,444,420163.76
1804,6,1,Rural,2017,109,257642.59
2982,3,1,Rural,2007,494,287939.15
2757,5,4,Urban,2007,719,282141.26
2649,3,3,Suburban,1956,392,549005.98
2966,6,2,Suburban,2017,609,131054.05
2095,3,2,Urban,1980,608,529323.55
1611,4,3,Urban,2017,371,154762.81
2112,5,2,Rural,1986,655,213145.25
1638,4,1,Rural,1974,306,463811.75
2936,5,1,Suburban,1992,118,205010.08
2714,6,4,Rural,2008,197,255920.33
1571,5,2,Suburban,1964,615,482380.25
2995,3,2,Suburban,1994,580,213063.64
2041,3,3,Suburban,2014,438,135149.74
1065,5,2,Rural,2012,18,309050.46
1180,2,3,Rural,1953,216,111690.64
898,6,4,Rural,1954,705,167348.16
2853,2,4,Urban,1976,297,531117.98
1346,2,4,Rural,2018,3,470555.39
2776,5,1,Rural,2004,169,574367.6
909,2,3,Rural,2020,562,203623.92
2892,3,2,Rural,1978,120,274636.92
1828,6,4,Rural,1961,267,450551.94
1220,4,3,Urban,2011,130,590573.08
2542,6,1,Suburban,1984,458,351594.62
2221,2,2,Rural,2002,750,420328.58
2182,4,3,Rural,2004,461,101305.69
2870,6,2,Urban,1962,509,522639.92
1862,6,2,Suburban,1986,38,525998.85
876,3,4,Suburban,1963,769,544432.33
2836,6,2,Suburban,2015,488,129684.43
2138,2,1,Suburban,1978,738,370377.88
1824,6,4,Rural,1985,617,197335.92
1111,3,2,Urban,1977,634,461919.21
1725,6,2,Rural,2007,408,498111.97
1705,3,1,Suburban,1971,438,438625.49
1308,2,1,Rural,2006,684,125344.89
1520,4,3,Suburban,2014,320,111563.14
2308,2,1,Suburban,1954,632,533973.12
1007,5,1,Rural,2014,595,399040.08
1447,4,1,Urban,1993,419,346496.91
1266,3,3,Urban,1977,92,330222.26
2484,5,4,Suburban,2012,141,109482.57
2669,5,1,Suburban,1959,30,104318.16
1178,2,2,Suburban,2010,391,464766.59
2920,3,4,Suburban,2010,632,364456.57
1597,6,4,Suburban,2006,429,442866.54
2763,2,4,Rural,1965,43,216349.65
2074,4,3,Rural,1993,745,283801.74
2297,6,1,Rural,1988,204,185717.94
2521,5,1,Urban,1950,562,338150.98
2380,2,2,Suburban,1990,632,580044.2
1047,3,2,Suburban,1954,275,340878.19
1703,2,2,Urban,1968,267,537788.1
2654,2,3,Rural,1973,239,479213.93
1374,4,2,Suburban,1967,415,352380.14
1837,4,4,Urban,1963,691,546203.11
1088,4,3,Rural,1968,227,551071.19
2969,5,2,Suburban,2006,387,112318.26
1860,5,3,Rural,1969,763,347049.21
1726,6,4,Suburban,2006,418,299934.98
2439,6,4,Suburban,2020,410,560893.59
865,5,3,Rural,1994,572,523948.16
1765,4,1,Suburban,2017,468,283541.38
2188,2,1,Suburban,1984,551,470405.9
1354,3,4,Rural,1982,401,259823.99
936,2,3,Rural,1969,681,585431.97
2833,5,4,Rural,1976,201,489691.32
2532,4,2,Rural,2007,519,155301.22
1434,5,2,Rural,1987,333,538834.96
2301,5,3,Rural,1967,468,240308.89
1736,4,2,Urban,1987,176,567227.48
876,5,2,Suburban,1982,602,535752.12
2914,4,2,Suburban,1958,149,233804.67
2952,3,4,Suburban,1988,698,181759.55
1863,6,4,Urban,2006,235,193036.84
2268,3,3,Suburban,1978,532,325357.31
1168,5,4,Suburban,2010,147,459059.73
2070,4,4,Urban,2013,367,349117.52
2744,6,4,Urban,1977,753,446047.0
1364,5,3,Rural,1950,291,408587.61
1807,2,3,Suburban,1999,701,119821.2
1411,3,3,Rural,1962,368,183267.64
2596,2,2,Suburban,1975,662,208505.44
1402,2,1,Rural,1974,364,570633.41
2211,6,4,Urban,1976,335,184828.02
2203,6,2,Suburban,1999,640,539462.97
2676,2,1,Rural,2010,746,291825.98
2963,2,3,Urban,1966,582,376212.84
2299,5,1,Urban,1977,428,232062.15
2619,6,4,Suburban,1987,334,499732.86
2039,3,3,Suburban,2010,199,188639.75
2996,6,3,Urban,1972,456,551368.11
1750,5,1,Rural,2013,230,108368.17
2899,3,1,Urban,1995,18,145618.58
2633,5,1,Urban,1983,566,326726.37
1824,5,2,Suburban,1966,277,407050.83
1687,4,2,Urban,1976,37,229222.37
2930,3,2,Urban,1988,653,225210.8
2249,6,3,Rural,1984,590,274093.73
2061,5,4,Rural,1999,86,572897.1
2871,3,4,Suburban,1983,324,228060.13
2087,5,4,Rural,1972,500,262204.52
2137,5,1,Urban,1996,404,257665.16
2920,4,2,Rural,1953,474,404519.73
857,6,1,Urban,2000,337,539761.89
1373,6,2,Urban,1985,116,415475.93
2584,2,1,Urban,1951,639,586069.78
1311,4,2,Suburban,1967,402,585491.24
2095,5,1,Urban,2013,753,544940.24
2367,3,3,Urban,1974,460,340697.55
2825,6,4,Suburban,2011,732,421955.32
2716,3,3,Urban,1969,696,334006.47
1485,5,1,Urban,1986,359,566253.56
2186,2,3,Rural,1990,770,104178.58
1444,5,3,Urban,1966,417,180961.97
1273,5,4,Suburban,1963,742,562036.84
1577,4,1,Rural,1989,143,481488.96
834,6,2,Rural,2014,615,570978.85
1745,5,3,Rural,2012,559,286024.6
1749,2,2,Rural,2018,715,416866.09
1982,6,2,Rural,1973,139,411727.88
1437,4,2,Rural,2015,283,546129.04
1539,2,1,Urban,1975,721,471796.03
1425,4,1,Suburban,2008,449,495627.62
2914,6,1,Rural,1979,78,443257.52
2582,6,1,Suburban,1975,685,301510.29
2119,6,4,Rural,2018,753,305444.67
2686,4,4,Urban,1971,530,400819.68
1743,3,2,Urban,2013,602,305064.08
2459,4,1,Rural,1964,467,522580.34
1246,4,2,Rural,1958,366,422434.19
941,4,2,Rural,1959,560,563464.91
2637,5,1,Urban,2003,92,272257.86
1419,4,3,Urban,1971,478,575641.18
2377,2,3,Rural,2005,466,210926.75
1240,4,4,Rural,1998,604,463591.57
1681,6,4,Rural,2020,483,238894.54
1743,4,1,Urban,1984,570,447748.31
807,3,1,Rural,1954,790,367643.38
1463,4,2,Rural,1950,168,343211.17
2175,4,4,Urban,1967,23,586571.46
968,6,4,Suburban,1994,600,532916.77
1034,4,3,Suburban,1981,586,128557.32
2423,3,3,Suburban,2006,63,294582.33
1912,4,1,Suburban,1965,316,265183.81
2077,5,3,Suburban,1960,737,473143.75
2566,2,1,Urban,1974,609,380384.78
1859,4,4,Suburban,1997,446,599116.39
2691,2,1,Suburban,2019,674,269078.86
2391,4,2,Rural,1991,746,259628.95
1117,5,4,Rural,2010,276,251305.92
804,2,1,Urban,1985,482,185476.61
2959,6,2,Urban,1959,767,349902.05
